file,code,priority,tradition,tradition_source,stage,role,axis_t,axis_r,axis_m,axis_g,axis_q
Cligès.md,R4,△,中世纪拉丁基督教与俗语奠基传统,author_model,T1 中古多中心文学世界 · 基督教、宫廷与俗语文学形成,区域扩展阅读,T1 中古多中心文学世界,R4 欧洲文学,,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.2 欧洲骑士
Close Range.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Cockfight.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,区域扩展阅读,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QT4 恐怖与哥特
"Cogewea, the Half-Blood.md",R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Cogewea.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Color.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3.1 现代主义 / Modernism,G1 诗歌,QH1 自我、存在与生命
Comanche Moon.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Contos Gauchescos.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · Modernismo、先锋派与本土现代性,区域扩展阅读,T4 全球现代主义时代,R6 拉丁美洲与加勒比,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.6 Gaucho
Cotillion.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH2.1 爱情与欲望
Count Hannibal.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.4 欧洲剑客
Cowboy Songs and Other Frontier Ballads.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Cracking India.md,R3,△,南亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 全球南亚、英语写作与地方传统重组,区域扩展阅读,T6 当代全球文学,R3 南亚文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
"Crick Crack, Monkey.md",R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 革命经验、文学爆炸与独裁回应,区域扩展阅读,T5 二战后多极文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
Cryptonomicon.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
Curial e Güelfa.md,R4,△,伊比利亚文学传统,author_model,T1 中古多中心文学世界 · 基督教、宫廷与俗语文学形成,区域扩展阅读,T1 中古多中心文学世界,R4 欧洲文学,,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.2 欧洲骑士
Cycle of the Werewolf.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT4 恐怖与哥特
Dance Hall of the Dead.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Darangen.md,R3,△,梵语—吠陀与古典文学传统,author_model,T1 中古多中心文学世界 · 宗教、宫廷与多语文学网络扩展,翻译与跨传统连接,T1 中古多中心文学世界,R3 南亚文学 | R8 东南亚文学,,G3 小说,QT9 神话、传说与民间叙事
Darangen.md,R8,△,马来—Jawi文学传统,author_model,T1 中古多中心文学世界 · 印度化、伊斯兰化与区域海洋网络,翻译与跨传统连接,T1 中古多中心文学世界,R3 南亚文学 | R8 东南亚文学,,G3 小说,QT9 神话、传说与民间叙事
"Dark Continent, My Black Arse.md",R7,△,非洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,区域扩展阅读,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G6 纪实与文学非虚构,QT14 旅行与游记
Dark Fire.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
Dark Lover.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望
Dauka Puran.md,R9,★,巴布亚新几内亚—美拉尼西亚文学传统,existing,T6 当代全球文学 · 生态危机、移民社会与跨太平洋传播,文类形成与区域典范,T6 当代全球文学,R9 大洋洲与太平洋,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序
Dead in the West.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Dead Man's Walk.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Delilah Green Doesn't Care.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望
Desert Gold.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Desert Solitaire.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Destination Biafra.md,R7,△,非洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,殖民回应与民族文学建构,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
Destry Rides Again.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部
Devil in Winter.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望
Diné Bahaneʼ：纳瓦霍创世故事.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT9 神话、传说与民间叙事
Dire le vrai.md,R9,◆,法语太平洋—新喀里多尼亚文学传统,existing,T6 当代全球文学 · 生态危机、移民社会与跨太平洋传播,传统转型与区域扩展,T6 当代全球文学,R9 大洋洲与太平洋,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
Dispatches.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,殖民回应与民族文学建构,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
Diálogos patrióticos.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,区域扩展阅读,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.6 Gaucho
Don Segundo Sombra.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,区域扩展阅读,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.6 Gaucho
Down River.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
Dragon Raja.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻
Dreaming in Cuban.md,R5,◆,拉美裔—奇卡诺美国文学传统,existing,T6 当代全球文学 · 多元身份、数字媒介与全球传播,离散迁徙与跨区域连接,T6 当代全球文学,R5 北美文学 | R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族
Dreaming in Cuban.md,R6,◆,西语加勒比文学传统,existing,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,离散迁徙与跨区域连接,T6 当代全球文学,R5 北美文学 | R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族
Drum-Taps.md,R5,△,十九世纪—现代美国文学传统,author_model,T3 19世纪现代文学体系 · 国家文学、奴隶制回应与大众出版,区域扩展阅读,T3 19世纪现代文学体系,R5 北美文学,M2 19世纪文学思潮,G3 小说,QH6 战争、暴力与创伤
Dungeon Crawler Carl.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻
Déwé Gorodé诗选.md,R9,★,法语太平洋—新喀里多尼亚文学传统,existing,T6 当代全球文学 · 生态危机、移民社会与跨太平洋传播,核心经典与传统确立,T6 当代全球文学,R9 大洋洲与太平洋,M5 战后与当代美学范式,G1 诗歌,QH3 身份、身体与归属
D坂杀人事件.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 殖民现代性、新文学与形式实验,区域扩展阅读,T4 全球现代主义时代,R2 东亚文学,M3 现代主义与先锋派,G3 小说,QT1 推理与犯罪叙事
El escritor argentino y la tradición.md,R6,△,南锥体—拉普拉塔文学传统,author_model,T5 二战后多极文学 · 革命经验、文学爆炸与独裁回应,区域扩展阅读,T5 二战后多极文学,R6 拉丁美洲与加勒比,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.6 Gaucho
El gaucho Martín Fierro.md,R6,△,南锥体—拉普拉塔文学传统,author_model,T3 19世纪现代文学体系 · 独立建国、浪漫主义与国家文学,区域扩展阅读,T3 19世纪现代文学体系,R6 拉丁美洲与加勒比,M2 19世纪文学思潮,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.6 Gaucho
El guacho Martín Fierro.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,区域扩展阅读,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.6 Gaucho
