file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
Dead Man's Walk.md,WL-WORK-2197,Dead Man's Walk,,拉里·麦克默特里,Larry McMurtry,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Delilah Green Doesn't Care.md,WL-WORK-1953,Delilah Green Doesn't Care,,阿什莉·赫林·布莱克,Ashley Herring Blake,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Delirium.md,WL-WORK-0922,Delirium,,劳伦·奥利弗,Lauren Oliver,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Desert Gold.md,WL-WORK-2198,Desert Gold,,赞恩·格雷,Zane Grey,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Desert Solitaire.md,WL-WORK-2199,Desert Solitaire,,爱德华·艾比,Edward Abbey,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Destination Biafra.md,WL-WORK-1954,Destination Biafra,,布奇·埃梅切塔,Buchi Emecheta,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Destry Rides Again.md,WL-WORK-2200,Destry Rides Again,,马克斯·布兰德,Max Brand,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Devil in Winter.md,WL-WORK-1955,Devil in Winter,,丽莎·克莱帕斯,Lisa Kleypas,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Diné Bahaneʼ：纳瓦霍创世故事.md,WL-WORK-1354,Diné Bahaneʼ：纳瓦霍创世故事,Diné Bahaneʼ: The Navajo Creation Story,佚名,,1984,T6 当代全球文学,T6,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Dispatches.md,WL-WORK-1956,Dispatches,,迈克尔·赫尔,Michael Herr,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Diálogos patrióticos.md,WL-WORK-2201,Diálogos patrióticos,,巴托洛梅·伊达尔戈,Hidalgo,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Don Segundo Sombra.md,WL-WORK-2202,Don Segundo Sombra,,里卡多·吉拉尔德斯,Güiraldes,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Down River.md,WL-WORK-3134,Down River,Down River,约翰·哈特,John Hart,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
Dragon Raja.md,WL-WORK-0498,Dragon Raja,,李英道,Lee Yeongdo,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Dreaming in Cuban.md,WL-WORK-0923,Dreaming in Cuban,,克里斯蒂娜·加西亚,Cristina García,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Drum-Taps.md,WL-WORK-1957,Drum-Taps,,沃尔特·惠特曼,Whitman,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Dungeon Crawler Carl.md,WL-WORK-0499,Dungeon Crawler Carl,,马特·丁尼曼,Matt Dinniman,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
D坂杀人事件.md,WL-WORK-0147,D坂杀人事件,,江户川乱步,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
El escritor argentino y la tradición.md,WL-WORK-2203,El escritor argentino y la tradición,,博尔赫斯,Jorge Luis Borges,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
El gaucho Martín Fierro.md,WL-WORK-2205,El gaucho Martín Fierro,,何塞·埃尔南德斯,Hernández,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
El guacho Martín Fierro.md,WL-WORK-2206,El guacho Martín Fierro,,法里尼亚,Fariña,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
El inglés de los güesos.md,WL-WORK-2207,El inglés de los güesos,,贝尼托·林奇,Lynch,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
El Martín Fierro.md,WL-WORK-2208,El Martín Fierro,,博尔赫斯 / 玛格丽塔·格雷罗,Borges / Margarita Guerrero,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
El matadero ／ 屠场.md,WL-WORK-2209,El matadero / 屠场,,埃斯特万·埃切维里亚,Esteban Echeverría,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
El muerto.md,WL-WORK-2210,El muerto,,博尔赫斯,Jorge Luis Borges,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
El payador.md,WL-WORK-2211,El payador,,莱奥波尔多·卢贡内斯,Lugones,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
El romance de un gaucho.md,WL-WORK-2212,El romance de un gaucho,,贝尼托·林奇,Lynch,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
El Zarco.md,WL-WORK-2214,El Zarco,,伊格纳西奥·曼努埃尔·阿尔塔米拉诺,Ignacio Manuel Altamirano,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Eldorado.md,WL-WORK-2215,Eldorado,,奥希兹男爵夫人,Baroness Orczy,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
"Ema, la cautiva.md",WL-WORK-2216,"Ema, la cautiva",,塞萨尔·艾拉,Aira,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Enemy of God.md,WL-WORK-2217,Enemy of God,,伯纳德·康威尔,Bernard Cornwell,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Erec et Enide.md,WL-WORK-2219,Erec et Enide,,克雷蒂安·德·特鲁瓦,,,T1 中古多中心文学世界,T1,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Erec.md,WL-WORK-2218,Erec,,哈特曼·冯·奥埃,Hartmann von Aue,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Estoire del Saint Graal.md,WL-WORK-2220,Estoire del Saint Graal,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Eustace the Monk.md,WL-WORK-2221,Eustace the Monk,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Excalibur.md,WL-WORK-2222,Excalibur,,伯纳德·康威尔,Bernard Cornwell,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Exquisite Corpse.md,WL-WORK-0500,Exquisite Corpse,,波比·Z.布赖特,Poppy Z. Brite,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Facial Justice.md,WL-WORK-0924,Facial Justice,,L.P.哈特利,L.P. Hartley,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Facundo／ Civilization and Barbarism.md,WL-WORK-2224,Facundo: Civilization and Barbarism,,萨米恩托,Domingo Faustino Sarmiento,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Fausto.md,WL-WORK-2225,Fausto,,埃斯塔尼斯劳·德尔·坎波,del Campo的,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Feed.md,WL-WORK-0925,Feed,,M.T.安德森,M.T. Anderson,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Fierabras.md,WL-WORK-2226,Fierabras,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Flags on the Bayou.md,WL-WORK-3150,Flags on the Bayou,Flags on the Bayou,詹姆斯·李·伯克,James Lee Burke,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
Flashman.md,WL-WORK-2227,Flashman,,乔治·麦克唐纳·弗雷泽,Flashman系列，从,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Flesh.md,WL-WORK-3082,Flesh,Flesh,戴维·萨莱,David Szalay,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
Flint.md,WL-WORK-2228,Flint,,路易斯·拉穆尔,Louis L'Amour,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Fools Crow.md,WL-WORK-0926,Fools Crow,,詹姆斯·韦尔奇,James Welch,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Forbidden.md,WL-WORK-1958,Forbidden,,贝弗利·詹金斯,Beverly Jenkins,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Forfeit.md,WL-WORK-3097,Forfeit,Forfeit,迪克·弗朗西斯,Dick Francis,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
Fortune's Fool.md,WL-WORK-2229,Fortune's Fool,,拉斐尔·萨巴蒂尼,Rafael Sabatini,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Fourth Wing.md,WL-WORK-1959,Fourth Wing,,丽贝卡·亚罗斯,Rebecca Yarros,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Frenchman's Creek.md,WL-WORK-2230,Frenchman's Creek,,达芙妮·杜穆里埃,du Maurier,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
From a Crooked Rib.md,WL-WORK-0927,From a Crooked Rib,,努鲁丁·法拉赫,Nuruddin Farah,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Fulk FitzWarin.md,WL-WORK-2231,Fulk FitzWarin,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
G.H.受难记.md,WL-WORK-1529,G.H.受难记,,克拉丽丝·利斯佩克托,Clarice Lispector,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
G.（伯杰）.md,WL-WORK-3038,G.,G.,约翰·伯杰,John Berger,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
Gamelyn.md,WL-WORK-2232,Gamelyn,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Games of Command.md,WL-WORK-1960,Games of Command,,林妮娅·辛克莱,Linnea Sinclair,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Gestaltes en diere.md,WL-WORK-1530,Gestaltes en diere,,N.P.范维克·劳,N. P. van Wyk Louw,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
"Get a Life, Chloe Brown.md",WL-WORK-1961,"Get a Life, Chloe Brown",,塔莉娅·希伯特,Talia Hibbert,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Girart de Roussillon.md,WL-WORK-2233,Girart de Roussillon,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Girls at War.md,WL-WORK-1962,Girls at War,,钦努阿·阿契贝,Chinua Achebe,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Gnomon.md,WL-WORK-0928,Gnomon,,尼克·哈卡维,Nick Harkaway,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
God's Country.md,WL-WORK-2234,God's Country,,珀西瓦尔·埃弗里特,Percival Everett,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Going After Cacciato.md,WL-WORK-1963,Going After Cacciato,,美国一侧,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Gone.md,WL-WORK-3138,Gone,Gone,莫·海德,Mo Hayder,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
GOTH断掌事件.md,WL-WORK-0501,GOTH断掌事件,,乙一,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Grande Sertão／ Veredas.md,WL-WORK-2235,Grande Sertão: Veredas,,吉马朗埃斯·罗萨,Guimarães Rosa,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-203
Greguerías.md,WL-WORK-1531,Greguerías,,拉蒙·戈麦斯·德拉塞尔纳,Ramón Gómez de la Serna,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Grito de Gloria.md,WL-WORK-2236,Grito de Gloria,,阿塞韦多·迪亚斯,Acevedo Díaz,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Guy of Warwick.md,WL-WORK-2237,Guy of Warwick,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Harmonium.md,WL-WORK-1532,Harmonium,,华莱士·史蒂文斯,Wallace Stevens,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Harvest Home.md,WL-WORK-0502,Harvest Home,,托马斯·特赖恩,Thomas Tryon,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Her Privates We.md,WL-WORK-1964,Her Privates We,,弗雷德里克·曼宁,Frederic Manning,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Holiday.md,WL-WORK-3041,Holiday,Holiday,斯坦利·米德尔顿,Stanley Middleton,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
Hombre de la esquina rosada.md,WL-WORK-2238,Hombre de la esquina rosada,,博尔赫斯,Jorge Luis Borges,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Hondo.md,WL-WORK-2239,Hondo,,路易斯·拉穆尔,Louis L'Amour,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Hood.md,WL-WORK-2240,Hood,,斯蒂芬·R.劳黑德,Stephen R. Lawhead,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Hopscotch.md,WL-WORK-3102,Hopscotch,Hopscotch,布赖恩·加菲尔德,Brian Garfield,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
Hormiga Negra.md,WL-WORK-2241,Hormiga Negra,,爱德华多·古铁雷斯,Eduardo Gutiérrez,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
"Horseman, Pass By.md",WL-WORK-2242,"Horseman, Pass By",,拉里·麦克默特里,Larry McMurtry,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
House Made of Dawn.md,WL-WORK-2243,House Made of Dawn,,N.斯科特·莫马迪,N. Scott Momaday,1968,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
How Much of These Hills Is Gold.md,WL-WORK-2244,How Much of These Hills Is Gold,,张沧畔,C Pam Zhang,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
How the Soldier Repairs the Gramophone.md,WL-WORK-1965,How the Soldier Repairs the Gramophone,,萨沙·斯塔尼希奇,Saša Stanišić,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Human Sacrifices.md,WL-WORK-0503,Human Sacrifices,,玛丽亚·费尔南达·安普埃罗,María Fernanda Ampuero,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Huon de Bordeaux.md,WL-WORK-2245,Huon de Bordeaux,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
I Will Repay.md,WL-WORK-2246,I Will Repay,,奥希兹男爵夫人,Baroness Orczy,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
I'm Waiting for You and Other Stories.md,WL-WORK-0480,I'm Waiting for You and Other Stories,,金宝英,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
If I Die in a Combat Zone.md,WL-WORK-1966,If I Die in a Combat Zone,,美国一侧,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Imperium.md,WL-WORK-0929,Imperium,,罗伯特·哈里斯,Robert Harris,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
In an Antique Land.md,WL-WORK-1355,In an Antique Land,,阿米塔夫·高希,Amitav Ghosh,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
In Flanders Fields.md,WL-WORK-1967,In Flanders Fields,,约翰·麦克雷,John McCrae,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
In Parenthesis.md,WL-WORK-1968,In Parenthesis,,戴维·琼斯,David Jones,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
In Patagonia.md,WL-WORK-1356,In Patagonia,,布鲁斯·查特文,Bruce Chatwin,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
In the Castle of My Skin.md,WL-WORK-0930,In the Castle of My Skin,,乔治·拉明,George Lamming,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-278
In the Distance.md,WL-WORK-2247,In the Distance,,埃尔南·迪亚斯,Hernan Diaz,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
In the Miso Soup.md,WL-WORK-0504,In the Miso Soup,,村上龙,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
India／ A Wounded Civilization.md,WL-WORK-1357,India: A Wounded Civilization,,V.S.奈保尔,V.S. Naipaul,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
Indigo.md,WL-WORK-1969,Indigo,,贝弗利·詹金斯,Beverly Jenkins,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Indulekha.md,WL-WORK-T3-INDULEKHA,Indulekha,Indulekha,O·钱杜·梅农,O. Chandu Menon,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,metadata_pending,
Inland.md,WL-WORK-2248,Inland,,特娅·奥布雷赫特,Téa Obreht,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
