tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,wd3_status,wd3_error,resolution_status,chosen_t,canonical_year_candidate,resolution_reason
P2_EXTERNAL_MATCH_FRIENDLY,废墟.md,WL-WORK-0688,废墟,The Ruins,斯科特·史密斯,Scott Smith,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,弗吉尼亚人.md,WL-WORK-2518,弗吉尼亚人,The Virginian,欧文·威斯特,Owen Wister,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,弗拉卡斯上尉.md,WL-WORK-2519,弗拉卡斯上尉,Le Capitaine Fracasse,泰奥菲尔·戈蒂耶,Théophile Gautier,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,强盗.md,WL-WORK-2520,强盗,Die Räuber,席勒,Schiller,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,归乡.md,WL-WORK-1101,归乡,Homegoing,雅·吉亚西,Yaa Gyasi,,,batch2_source_refs;batch5_source_refs,WL-TOPIC-G43-FAMILY;WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q10-MEMORY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,拉莫娜.md,WL-WORK-2528,拉莫娜,Ramona,海伦·亨特·杰克逊,Helen Hunt Jackson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,指匠迷案.md,WL-WORK-0136,指匠迷案,An Instance of the Fingerpost,伊恩·皮尔斯,Iain Pears,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,曾达的囚徒.md,WL-WORK-2542,曾达的囚徒,The Prisoner of Zenda,安东尼·霍普,Anthony Hope,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,桶子.md,WL-WORK-0053,桶子,The Cask,弗里曼·克罗夫茨,Crofts,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,欢乐之家.md,WL-WORK-1168,欢乐之家,Fun Home,艾莉森·贝克德尔,Alison Bechdel,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,死亡之谜.md,WL-WORK-0122,死亡之谜,Déjà Dead,凯西·莱克斯,Kathy Reichs,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,永恒者.md,WL-WORK-0471,永恒者,El Eternauta,埃克托尔·赫尔曼·奥斯特尔德,Héctor Germán Oesterheld,,,,WL-TOPIC-G45-SF,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,火焰与花朵.md,WL-WORK-2092,火焰与花朵,The Flame and the Flower,凯瑟琳·E.伍迪维斯,Kathleen E. Woodiwiss,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,炽热的岩石.md,WL-WORK-0256,炽热的岩石,The Hot Rock,唐纳德·E.韦斯特莱克,Donald E. Westlake,,,,WL-TOPIC-G45-MYSTERY,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,牛轭事件.md,WL-WORK-2569,牛轭事件,The Ox-Bow Incident,沃尔特·范蒂尔伯格·克拉克,Walter Van Tilburg Clark,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,犬之力.md,WL-WORK-2570,犬之力,The Power of the Dog,托马斯·萨维奇,Thomas Savage,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,猎人.md,WL-WORK-0255,猎人,The Hunter,理查德·斯塔克,Richard Stark,,,,WL-TOPIC-G45-MYSTERY,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,瑞士家庭鲁滨逊.md,WL-WORK-0779,瑞士家庭鲁滨逊,Swiss Family Robinson,约翰·戴维·维斯,Johann David Wyss,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,田纳西的伙伴.md,WL-WORK-2575,田纳西的伙伴,Tennessee's Partner,布雷特·哈特,Bret Harte,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,申诉.md,WL-WORK-0145,申诉,The Appeal,珍妮丝·哈利特,Janice Hallett,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,疯狂的奥兰多.md,WL-WORK-2578,疯狂的奥兰多,Orlando Furioso,卢多维科·阿里奥斯托,Ludovico Ariosto,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,白狼.md,WL-WORK-2580,白狼,Le Loup blanc,保罗·费瓦尔,Paul Féval,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,眩晕.md,WL-WORK-0231,眩晕,D'entre les morts,布瓦洛-纳尔瑟雅克,Boileau-Narcejac,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,社交俱乐部命案.md,WL-WORK-0107,社交俱乐部命案,A Clubbable Woman,雷金纳德·希尔,Reginald Hill,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,移动玩具店.md,WL-WORK-0062,移动玩具店,The Moving Toyshop,埃德蒙·克里斯平,Edmund Crispin,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,穿绿裤子的唐·希尔.md,WL-WORK-2587,穿绿裤子的唐·希尔,Don Gil de las calzas verdes,蒂尔索·德·莫利纳,Tirso de Molina,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,米夏埃尔·科尔哈斯.md,WL-WORK-2590,米夏埃尔·科尔哈斯,Michael Kohlhaas,克莱斯特,Kleist,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,精神病患者.md,WL-WORK-0135,精神病患者,The Alienist,凯莱布·卡尔,Caleb Carr,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,维里科尼姆.md,WL-WORK-0803,维里科尼姆,Viriconium,M.约翰·哈里森,M. John Harrison,,,batch1_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,绿色危机.md,WL-WORK-0060,绿色危机,Green for Danger,克里斯蒂安娜·布兰德,Christianna Brand,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,美生中国人.md,WL-WORK-1268,美生中国人,American Born Chinese,杨谨伦,Gene Luen Yang,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,耶洗别之死.md,WL-WORK-0061,耶洗别之死,Death of Jezebel,克里斯蒂安娜·布兰德,Christianna Brand,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,聪明的恋人.md,WL-WORK-2604,聪明的恋人,La discreta enamorada,洛佩·德·维加,Lope de Vega,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,致命的宁静.md,WL-WORK-0138,致命的宁静,Still Life,路易丝·佩尼,Louise Penny,,,,WL-TOPIC-G45-MYSTERY,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,苏格兰西部群岛之旅.md,WL-WORK-1500,苏格兰西部群岛之旅,A Journey to the Western Islands of Scotland,塞缪尔·约翰逊,Johnson,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,蚀刻城.md,WL-WORK-0829,蚀刻城,The Etched City,K.J.毕晓普,K.J. Bishop,,,batch1_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,解放了的耶路撒冷.md,WL-WORK-2618,解放了的耶路撒冷,Gerusalemme Liberata,托尔夸托·塔索,Torquato Tasso,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,解散.md,WL-WORK-0134,解散,Dissolution,C.J.桑瑟姆,C.J. Sansom,,,batch2_source_refs,WL-TOPIC-G45-MYSTERY;WL-TOPIC-G44-HISTORICAL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,赔偿风波.md,WL-WORK-0094,赔偿风波,Indemnity Only,萨拉·帕雷茨基,Sara Paretsky,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,赫布里底群岛旅行日记.md,WL-WORK-1509,赫布里底群岛旅行日记,The Journal of a Tour to the Hebrides,詹姆斯·鲍斯韦尔,Boswell,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,野兽必须死.md,WL-WORK-0066,野兽必须死,The Beast Must Die,尼古拉斯·布莱克,Nicholas Blake,,,,WL-TOPIC-G45-MYSTERY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,队列.md,WL-WORK-0478,队列,The Queue,巴斯玛·阿卜杜勒·阿齐兹,Basma Abdel Aziz,,,batch2_source_refs,WL-TOPIC-G45-SF;WL-TOPIC-G46-DYSTOPIA,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,雇员们.md,WL-WORK-0482,雇员们,The Employees,奥尔加·拉夫恩,Olga Ravn,,,,WL-TOPIC-G45-SF,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,青砥稿花红彩画.md,WL-WORK-2639,青砥稿花红彩画,Aoto Zōshi Hana no Nishiki-e,河竹默阿弥,日本,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,驼背人.md,WL-WORK-2645,驼背人,Le Bossu,保罗·费瓦尔,复仇,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,高卢的阿玛迪斯.md,WL-WORK-2648,高卢的阿玛迪斯,Amadís,加尔西·罗德里格斯·德·蒙塔尔沃,Garci Rodríguez de Montalvo,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,鲁珀特·亨曹.md,WL-WORK-2651,鲁珀特·亨曹,Rupert of Hentzau,安东尼·霍普,Anthony Hope,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,麦地那与麦加朝圣记.md,WL-WORK-1521,麦地那与麦加朝圣记,Personal Narrative of a Pilgrimage to Al-Madinah and Meccah,理查德·伯顿,Burton,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
